Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
817,34,Red,1,0,1,0,0
818,9,Red,1,0,0,1,0
819,35,Black,0,1,0,1,0
820,34,Red,1,0,1,0,0
821,26,Black,0,1,1,0,0
822,5,Red,1,0,0,1,0
823,12,Red,1,0,1,0,0
824,19,Red,1,0,0,1,0
825,24,Black,0,1,1,0,0
826,29,Black,0,1,0,1,0
827,31,Black,0,1,0,1,0
828,14,Red,1,0,1,0,0
829,13,Black,0,1,0,1,0
830,21,Red,1,0,0,1,0
831,18,Red,1,0,1,0,0
832,1,Red,1,0,0,1,0
833,13,Black,0,1,0,1,0
834,22,Black,0,1,1,0,0
835,14,Red,1,0,1,0,0
836,35,Black,0,1,0,1,0
837,18,Red,1,0,1,0,0
838,19,Red,1,0,0,1,0
839,9,Red,1,0,0,1,0
840,10,Black,0,1,1,0,0
841,0,Green,0,0,0,0,1
842,10,Black,0,1,1,0,0
843,19,Red,1,0,0,1,0
844,11,Black,0,1,0,1,0
845,23,Red,1,0,0,1,0
846,8,Black,0,1,1,0,0
847,25,Red,1,0,0,1,0
848,6,Black,0,1,1,0,0
849,12,Red,1,0,1,0,0
850,31,Black,0,1,0,1,0
851,31,Black,0,1,0,1,0
852,6,Black,0,1,1,0,0
853,7,Red,1,0,0,1,0
854,7,Red,1,0,0,1,0
855,27,Red,1,0,0,1,0
856,2,Black,0,1,1,0,0
857,36,Red,1,0,1,0,0
858,32,Red,1,0,1,0,0
859,15,Black,0,1,0,1,0
860,35,Black,0,1,0,1,0
861,33,Black,0,1,0,1,0
862,7,Red,1,0,0,1,0
863,30,Red,1,0,1,0,0
864,17,Black,0,1,0,1,0
865,2,Black,0,1,1,0,0
866,18,Red,1,0,1,0,0
867,20,Black,0,1,1,0,0
868,9,Red,1,0,0,1,0
869,12,Red,1,0,1,0,0
870,22,Black,0,1,1,0,0
871,30,Red,1,0,1,0,0
872,8,Black,0,1,1,0,0
873,28,Black,0,1,1,0,0
874,31,Black,0,1,0,1,0
875,17,Black,0,1,0,1,0
876,4,Black,0,1,1,0,0
877,29,Black,0,1,0,1,0
878,32,Red,1,0,1,0,0
879,21,Red,1,0,0,1,0
880,30,Red,1,0,1,0,0
881,35,Black,0,1,0,1,0
882,36,Red,1,0,1,0,0
883,33,Black,0,1,0,1,0
884,33,Black,0,1,0,1,0
885,15,Black,0,1,0,1,0
886,24,Black,0,1,1,0,0
887,10,Black,0,1,1,0,0
888,8,Black,0,1,1,0,0
889,7,Red,1,0,0,1,0
890,23,Red,1,0,0,1,0
891,35,Black,0,1,0,1,0
892,3,Red,1,0,0,1,0
893,18,Red,1,0,1,0,0
894,12,Red,1,0,1,0,0
895,36,Red,1,0,1,0,0
896,32,Red,1,0,1,0,0
897,31,Black,0,1,0,1,0
898,18,Red,1,0,1,0,0
899,16,Red,1,0,1,0,0
900,35,Black,0,1,0,1,0
901,10,Black,0,1,1,0,0
902,36,Red,1,0,1,0,0
903,35,Black,0,1,0,1,0
904,11,Black,0,1,0,1,0
905,34,Red,1,0,1,0,0
906,4,Black,0,1,1,0,0
907,33,Black,0,1,0,1,0
908,18,Red,1,0,1,0,0
909,26,Black,0,1,1,0,0
910,25,Red,1,0,0,1,0
911,35,Black,0,1,0,1,0
912,27,Red,1,0,0,1,0
913,26,Black,0,1,1,0,0
914,33,Black,0,1,0,1,0
915,31,Black,0,1,0,1,0
916,32,Red,1,0,1,0,0
917,27,Red,1,0,0,1,0
918,5,Red,1,0,0,1,0
919,30,Red,1,0,1,0,0
920,34,Red,1,0,1,0,0
921,29,Black,0,1,0,1,0
922,9,Red,1,0,0,1,0
923,7,Red,1,0,0,1,0
924,21,Red,1,0,0,1,0
925,5,Red,1,0,0,1,0
926,19,Red,1,0,0,1,0
927,26,Black,0,1,1,0,0
928,13,Black,0,1,0,1,0
929,14,Red,1,0,1,0,0
930,12,Red,1,0,1,0,0
931,27,Red,1,0,0,1,0
932,32,Red,1,0,1,0,0
933,19,Red,1,0,0,1,0
934,22,Black,0,1,1,0,0
935,23,Red,1,0,0,1,0
936,24,Black,0,1,1,0,0
937,24,Black,0,1,1,0,0
938,16,Red,1,0,1,0,0
939,28,Black,0,1,1,0,0
940,35,Black,0,1,0,1,0
941,24,Black,0,1,1,0,0
942,8,Black,0,1,1,0,0
943,11,Black,0,1,0,1,0
944,13,Black,0,1,0,1,0
945,21,Red,1,0,0,1,0
946,1,Red,1,0,0,1,0
947,26,Black,0,1,1,0,0
948,23,Red,1,0,0,1,0
949,4,Black,0,1,1,0,0
950,17,Black,0,1,0,1,0
951,31,Black,0,1,0,1,0
952,2,Black,0,1,1,0,0
953,6,Black,0,1,1,0,0
954,11,Black,0,1,0,1,0
955,32,Red,1,0,1,0,0
956,3,Red,1,0,0,1,0
957,19,Red,1,0,0,1,0
958,0,Green,0,0,0,0,1
959,31,Black,0,1,0,1,0
960,10,Black,0,1,1,0,0
961,4,Black,0,1,1,0,0
962,27,Red,1,0,0,1,0
963,9,Red,1,0,0,1,0
964,20,Black,0,1,1,0,0
965,21,Red,1,0,0,1,0
966,12,Red,1,0,1,0,0
967,1,Red,1,0,0,1,0
968,24,Black,0,1,1,0,0
969,20,Black,0,1,1,0,0
970,2,Black,0,1,1,0,0
971,6,Black,0,1,1,0,0
972,33,Black,0,1,0,1,0
973,2,Black,0,1,1,0,0
974,0,Green,0,0,0,0,1
975,2,Black,0,1,1,0,0
976,27,Red,1,0,0,1,0
977,12,Red,1,0,1,0,0
978,20,Black,0,1,1,0,0
979,25,Red,1,0,0,1,0
980,23,Red,1,0,0,1,0
981,28,Black,0,1,1,0,0
982,28,Black,0,1,1,0,0
983,24,Black,0,1,1,0,0
984,13,Black,0,1,0,1,0
985,17,Black,0,1,0,1,0
986,26,Black,0,1,1,0,0
987,0,Green,0,0,0,0,1
988,0,Green,0,0,0,0,1
989,26,Black,0,1,1,0,0
990,30,Red,1,0,1,0,0
991,12,Red,1,0,1,0,0
992,9,Red,1,0,0,1,0
993,31,Black,0,1,0,1,0
994,27,Red,1,0,0,1,0
995,26,Black,0,1,1,0,0
996,20,Black,0,1,1,0,0
997,23,Red,1,0,0,1,0
998,27,Red,1,0,0,1,0
999,31,Black,0,1,0,1,0
1000,12,Red,1,0,1,0,0
1001,22,Black,0,1,1,0,0
1002,16,Red,1,0,1,0,0
1003,22,Black,0,1,1,0,0
1004,13,Black,0,1,0,1,0
1005,1,Red,1,0,0,1,0
1006,18,Red,1,0,1,0,0
1007,20,Black,0,1,1,0,0
1008,0,Green,0,0,0,0,1
1009,32,Red,1,0,1,0,0
1010,27,Red,1,0,0,1,0
1011,30,Red,1,0,1,0,0
1012,24,Black,0,1,1,0,0
1013,6,Black,0,1,1,0,0
1014,33,Black,0,1,0,1,0
1015,1,Red,1,0,0,1,0
1016,36,Red,1,0,1,0,0
1017,6,Black,0,1,1,0,0
1018,19,Red,1,0,0,1,0
1019,26,Black,0,1,1,0,0
1020,4,Black,0,1,1,0,0
1021,0,Green,0,0,0,0,1
1022,21,Red,1,0,0,1,0
1023,18,Red,1,0,1,0,0
1024,16,Red,1,0,1,0,0
1025,8,Black,0,1,1,0,0
1026,32,Red,1,0,1,0,0
1027,21,Red,1,0,0,1,0
1028,31,Black,0,1,0,1,0
1029,2,Black,0,1,1,0,0
1030,16,Red,1,0,1,0,0
1031,18,Red,1,0,1,0,0
1032,3,Red,1,0,0,1,0
1033,19,Red,1,0,0,1,0
1034,16,Red,1,0,1,0,0
1035,24,Black,0,1,1,0,0
1036,26,Black,0,1,1,0,0
1037,4,Black,0,1,1,0,0
1038,0,Green,0,0,0,0,1
1039,3,Red,1,0,0,1,0
1040,27,Red,1,0,0,1,0
1041,36,Red,1,0,1,0,0
1042,2,Black,0,1,1,0,0
1043,7,Red,1,0,0,1,0
1044,30,Red,1,0,1,0,0
1045,16,Red,1,0,1,0,0
1046,35,Black,0,1,0,1,0
1047,33,Black,0,1,0,1,0
1048,24,Black,0,1,1,0,0
1049,3,Red,1,0,0,1,0
1050,27,Red,1,0,0,1,0
1051,36,Red,1,0,1,0,0
1052,9,Red,1,0,0,1,0
1053,3,Red,1,0,0,1,0
1054,2,Black,0,1,1,0,0
1055,1,Red,1,0,0,1,0
1056,7,Red,1,0,0,1,0
1057,29,Black,0,1,0,1,0
1058,3,Red,1,0,0,1,0
1059,15,Black,0,1,0,1,0
1060,10,Black,0,1,1,0,0
1061,14,Red,1,0,1,0,0
1062,31,Black,0,1,0,1,0
1063,23,Red,1,0,0,1,0
1064,21,Red,1,0,0,1,0
1065,34,Red,1,0,1,0,0
1066,21,Red,1,0,0,1,0
1067,12,Red,1,0,1,0,0
1068,31,Black,0,1,0,1,0
1069,25,Red,1,0,0,1,0
1070,17,Black,0,1,0,1,0
1071,28,Black,0,1,1,0,0
1072,21,Red,1,0,0,1,0
1073,26,Black,0,1,1,0,0
1074,8,Black,0,1,1,0,0
1075,36,Red,1,0,1,0,0
1076,4,Black,0,1,1,0,0
1077,15,Black,0,1,0,1,0
1078,16,Red,1,0,1,0,0
1079,31,Black,0,1,0,1,0
1080,8,Black,0,1,1,0,0
1081,5,Red,1,0,0,1,0
1082,7,Red,1,0,0,1,0
1083,22,Black,0,1,1,0,0
1084,24,Black,0,1,1,0,0
1085,8,Black,0,1,1,0,0
1086,8,Black,0,1,1,0,0
1087,12,Red,1,0,1,0,0
1088,21,Red,1,0,0,1,0
1089,10,Black,0,1,1,0,0
1090,1,Red,1,0,0,1,0
1091,20,Black,0,1,1,0,0
1092,12,Red,1,0,1,0,0
1093,16,Red,1,0,1,0,0
1094,15,Black,0,1,0,1,0
1095,32,Red,1,0,1,0,0
1096,21,Red,1,0,0,1,0
1097,21,Red,1,0,0,1,0
1098,7,Red,1,0,0,1,0
1099,12,Red,1,0,1,0,0
1100,33,Black,0,1,0,1,0
1101,7,Red,1,0,0,1,0
1102,24,Black,0,1,1,0,0
1103,30,Red,1,0,1,0,0
1104,23,Red,1,0,0,1,0
1105,6,Black,0,1,1,0,0
1106,30,Red,1,0,1,0,0
1107,17,Black,0,1,0,1,0
1108,35,Black,0,1,0,1,0
1109,11,Black,0,1,0,1,0
1110,5,Red,1,0,0,1,0
1111,29,Black,0,1,0,1,0
1112,32,Red,1,0,1,0,0
1113,30,Red,1,0,1,0,0
1114,8,Black,0,1,1,0,0
1115,17,Black,0,1,0,1,0
1116,20,Black,0,1,1,0,0
1117,2,Black,0,1,1,0,0
1118,5,Red,1,0,0,1,0
1119,14,Red,1,0,1,0,0
1120,12,Red,1,0,1,0,0
1121,30,Red,1,0,1,0,0
1122,2,Black,0,1,1,0,0
1123,13,Black,0,1,0,1,0
1124,8,Black,0,1,1,0,0
1125,21,Red,1,0,0,1,0
1126,22,Black,0,1,1,0,0
1127,19,Red,1,0,0,1,0
1128,24,Black,0,1,1,0,0
1129,21,Red,1,0,0,1,0
1130,21,Red,1,0,0,1,0
1131,33,Black,0,1,0,1,0
1132,28,Black,0,1,1,0,0
1133,30,Red,1,0,1,0,0
1134,8,Black,0,1,1,0,0
1135,36,Red,1,0,1,0,0
1136,0,Green,0,0,0,0,1
1137,34,Red,1,0,1,0,0
1138,14,Red,1,0,1,0,0
1139,22,Black,0,1,1,0,0
1140,30,Red,1,0,1,0,0
1141,6,Black,0,1,1,0,0
1142,25,Red,1,0,0,1,0
1143,34,Red,1,0,1,0,0
1144,36,Red,1,0,1,0,0
1145,4,Black,0,1,1,0,0
1146,10,Black,0,1,1,0,0
1147,3,Red,1,0,0,1,0
1148,21,Red,1,0,0,1,0
1149,29,Black,0,1,0,1,0
1150,26,Black,0,1,1,0,0
1151,31,Black,0,1,0,1,0
1152,32,Red,1,0,1,0,0
1153,19,Red,1,0,0,1,0
1154,33,Black,0,1,0,1,0
1155,3,Red,1,0,0,1,0
1156,25,Red,1,0,0,1,0
1157,35,Black,0,1,0,1,0
1158,24,Black,0,1,1,0,0
1159,18,Red,1,0,1,0,0
1160,20,Black,0,1,1,0,0
1161,28,Black,0,1,1,0,0
1162,30,Red,1,0,1,0,0
1163,34,Red,1,0,1,0,0
1164,9,Red,1,0,0,1,0
1165,14,Red,1,0,1,0,0
1166,36,Red,1,0,1,0,0
1167,31,Black,0,1,0,1,0
1168,11,Black,0,1,0,1,0
1169,11,Black,0,1,0,1,0
1170,30,Red,1,0,1,0,0
1171,7,Red,1,0,0,1,0
1172,36,Red,1,0,1,0,0
1173,34,Red,1,0,1,0,0
1174,30,Red,1,0,1,0,0
1175,26,Black,0,1,1,0,0
1176,31,Black,0,1,0,1,0
1177,21,Red,1,0,0,1,0
1178,14,Red,1,0,1,0,0
1179,34,Red,1,0,1,0,0
1180,33,Black,0,1,0,1,0
1181,21,Red,1,0,0,1,0
1182,25,Red,1,0,0,1,0
1183,8,Black,0,1,1,0,0
1184,13,Black,0,1,0,1,0
1185,35,Black,0,1,0,1,0
1186,0,Green,0,0,0,0,1
1187,10,Black,0,1,1,0,0
1188,29,Black,0,1,0,1,0
1189,15,Black,0,1,0,1,0
1190,20,Black,0,1,1,0,0
1191,23,Red,1,0,0,1,0
1192,14,Red,1,0,1,0,0
1193,36,Red,1,0,1,0,0
1194,9,Red,1,0,0,1,0
1195,23,Red,1,0,0,1,0
1196,32,Red,1,0,1,0,0
1197,0,Green,0,0,0,0,1
1198,23,Red,1,0,0,1,0
1199,12,Red,1,0,1,0,0
1200,20,Black,0,1,1,0,0
1201,6,Black,0,1,1,0,0
1202,32,Red,1,0,1,0,0
1203,31,Black,0,1,0,1,0
1204,31,Black,0,1,0,1,0
1205,30,Red,1,0,1,0,0
1206,13,Black,0,1,0,1,0
1207,15,Black,0,1,0,1,0
1208,31,Black,0,1,0,1,0
1209,4,Black,0,1,1,0,0
1210,8,Black,0,1,1,0,0
1211,17,Black,0,1,0,1,0
1212,28,Black,0,1,1,0,0
1213,12,Red,1,0,1,0,0
1214,10,Black,0,1,1,0,0
1215,34,Red,1,0,1,0,0
1216,19,Red,1,0,0,1,0
1217,19,Red,1,0,0,1,0
1218,0,Green,0,0,0,0,1
1219,34,Red,1,0,1,0,0
1220,2,Black,0,1,1,0,0
1221,27,Red,1,0,0,1,0
1222,33,Black,0,1,0,1,0
1223,19,Red,1,0,0,1,0
1224,29,Black,0,1,0,1,0
1225,8,Black,0,1,1,0,0
1226,21,Red,1,0,0,1,0
1227,33,Black,0,1,0,1,0
1228,1,Red,1,0,0,1,0
1229,1,Red,1,0,0,1,0
1230,4,Black,0,1,1,0,0
1231,20,Black,0,1,1,0,0
1232,31,Black,0,1,0,1,0
1233,15,Black,0,1,0,1,0
1234,9,Red,1,0,0,1,0
1235,24,Black,0,1,1,0,0
1236,31,Black,0,1,0,1,0
1237,31,Black,0,1,0,1,0
1238,34,Red,1,0,1,0,0
1239,1,Red,1,0,0,1,0
1240,16,Red,1,0,1,0,0
1241,20,Black,0,1,1,0,0
1242,29,Black,0,1,0,1,0
1243,21,Red,1,0,0,1,0
1244,4,Black,0,1,1,0,0
1245,31,Black,0,1,0,1,0
1246,5,Red,1,0,0,1,0
1247,6,Black,0,1,1,0,0
1248,34,Red,1,0,1,0,0
1249,21,Red,1,0,0,1,0
1250,5,Red,1,0,0,1,0
1251,36,Red,1,0,1,0,0
1252,9,Red,1,0,0,1,0
1253,20,Black,0,1,1,0,0
1254,4,Black,0,1,1,0,0
1255,13,Black,0,1,0,1,0
1256,0,Green,0,0,0,0,1
1257,29,Black,0,1,0,1,0
1258,18,Red,1,0,1,0,0
1259,31,Black,0,1,0,1,0
1260,35,Black,0,1,0,1,0
1261,26,Black,0,1,1,0,0
1262,16,Red,1,0,1,0,0
1263,29,Black,0,1,0,1,0
1264,5,Red,1,0,0,1,0
1265,18,Red,1,0,1,0,0
1266,27,Red,1,0,0,1,0
1267,3,Red,1,0,0,1,0
1268,5,Red,1,0,0,1,0
1269,7,Red,1,0,0,1,0
1270,23,Red,1,0,0,1,0
1271,8,Black,0,1,1,0,0
1272,29,Black,0,1,0,1,0
1273,36,Red,1,0,1,0,0
1274,1,Red,1,0,0,1,0
1275,14,Red,1,0,1,0,0
1276,5,Red,1,0,0,1,0
1277,27,Red,1,0,0,1,0
1278,8,Black,0,1,1,0,0
1279,17,Black,0,1,0,1,0
1280,4,Black,0,1,1,0,0
1281,31,Black,0,1,0,1,0
1282,11,Black,0,1,0,1,0
1283,10,Black,0,1,1,0,0
1284,8,Black,0,1,1,0,0
1285,35,Black,0,1,0,1,0
1286,30,Red,1,0,1,0,0
1287,20,Black,0,1,1,0,0
1288,26,Black,0,1,1,0,0
1289,9,Red,1,0,0,1,0
1290,5,Red,1,0,0,1,0
1291,9,Red,1,0,0,1,0
1292,4,Black,0,1,1,0,0
1293,22,Black,0,1,1,0,0
1294,12,Red,1,0,1,0,0
1295,28,Black,0,1,1,0,0
1296,24,Black,0,1,1,0,0
1297,5,Red,1,0,0,1,0
1298,22,Black,0,1,1,0,0
1299,19,Red,1,0,0,1,0
1300,20,Black,0,1,1,0,0
1301,36,Red,1,0,1,0,0
1302,28,Black,0,1,1,0,0
1303,29,Black,0,1,0,1,0
1304,5,Red,1,0,0,1,0
1305,16,Red,1,0,1,0,0
1306,25,Red,1,0,0,1,0
1307,14,Red,1,0,1,0,0
1308,2,Black,0,1,1,0,0
1309,7,Red,1,0,0,1,0
1310,12,Red,1,0,1,0,0
1311,5,Red,1,0,0,1,0
1312,2,Black,0,1,1,0,0
1313,4,Black,0,1,1,0,0
1314,23,Red,1,0,0,1,0
1315,1,Red,1,0,0,1,0
1316,18,Red,1,0,1,0,0
1317,20,Black,0,1,1,0,0
1318,2,Black,0,1,1,0,0
1319,22,Black,0,1,1,0,0
1320,17,Black,0,1,0,1,0
1321,27,Red,1,0,0,1,0
1322,22,Black,0,1,1,0,0
1323,20,Black,0,1,1,0,0
1324,24,Black,0,1,1,0,0
1325,10,Black,0,1,1,0,0
1326,32,Red,1,0,1,0,0
1327,36,Red,1,0,1,0,0
1328,10,Black,0,1,1,0,0
1329,0,Green,0,0,0,0,1
1330,4,Black,0,1,1,0,0
1331,20,Black,0,1,1,0,0
1332,10,Black,0,1,1,0,0
1333,9,Red,1,0,0,1,0
1334,35,Black,0,1,0,1,0
1335,30,Red,1,0,1,0,0
1336,36,Red,1,0,1,0,0
1337,9,Red,1,0,0,1,0
1338,5,Red,1,0,0,1,0
1339,27,Red,1,0,0,1,0
1340,14,Red,1,0,1,0,0
1341,0,Green,0,0,0,0,1
1342,0,Green,0,0,0,0,1
1343,30,Red,1,0,1,0,0
1344,16,Red,1,0,1,0,0
1345,4,Black,0,1,1,0,0
1346,15,Black,0,1,0,1,0
1347,19,Red,1,0,0,1,0
1348,24,Black,0,1,1,0,0
1349,23,Red,1,0,0,1,0
1350,28,Black,0,1,1,0,0
1351,36,Red,1,0,1,0,0
1352,31,Black,0,1,0,1,0
1353,29,Black,0,1,0,1,0
1354,23,Red,1,0,0,1,0
1355,35,Black,0,1,0,1,0
1356,27,Red,1,0,0,1,0
1357,31,Black,0,1,0,1,0
1358,3,Red,1,0,0,1,0
1359,16,Red,1,0,1,0,0
1360,14,Red,1,0,1,0,0
1361,13,Black,0,1,0,1,0
1362,18,Red,1,0,1,0,0
1363,20,Black,0,1,1,0,0
1364,36,Red,1,0,1,0,0
1365,10,Black,0,1,1,0,0
1366,30,Red,1,0,1,0,0
1367,20,Black,0,1,1,0,0
1368,32,Red,1,0,1,0,0
1369,11,Black,0,1,0,1,0
1370,27,Red,1,0,0,1,0
1371,19,Red,1,0,0,1,0
1372,28,Black,0,1,1,0,0
1373,1,Red,1,0,0,1,0
1374,2,Black,0,1,1,0,0
1375,16,Red,1,0,1,0,0
1376,7,Red,1,0,0,1,0
1377,7,Red,1,0,0,1,0
1378,11,Black,0,1,0,1,0
1379,7,Red,1,0,0,1,0
1380,1,Red,1,0,0,1,0
1381,5,Red,1,0,0,1,0
1382,0,Green,0,0,0,0,1
1383,22,Black,0,1,1,0,0
1384,15,Black,0,1,0,1,0
1385,11,Black,0,1,0,1,0
1386,12,Red,1,0,1,0,0
1387,4,Black,0,1,1,0,0
1388,20,Black,0,1,1,0,0
1389,21,Red,1,0,0,1,0
1390,5,Red,1,0,0,1,0
1391,0,Green,0,0,0,0,1
1392,27,Red,1,0,0,1,0
1393,19,Red,1,0,0,1,0
1394,35,Black,0,1,0,1,0
1395,28,Black,0,1,1,0,0
1396,13,Black,0,1,0,1,0
1397,34,Red,1,0,1,0,0
1398,20,Black,0,1,1,0,0
1399,0,Green,0,0,0,0,1
1400,20,Black,0,1,1,0,0
1401,30,Red,1,0,1,0,0
1402,5,Red,1,0,0,1,0
1403,29,Black,0,1,0,1,0
1404,28,Black,0,1,1,0,0
1405,6,Black,0,1,1,0,0
1406,3,Red,1,0,0,1,0
1407,11,Black,0,1,0,1,0
1408,33,Black,0,1,0,1,0
1409,17,Black,0,1,0,1,0
1410,20,Black,0,1,1,0,0
1411,31,Black,0,1,0,1,0
1412,31,Black,0,1,0,1,0
1413,16,Red,1,0,1,0,0
1414,14,Red,1,0,1,0,0
1415,33,Black,0,1,0,1,0
1416,3,Red,1,0,0,1,0
1417,36,Red,1,0,1,0,0
1418,15,Black,0,1,0,1,0
1419,0,Green,0,0,0,0,1
1420,1,Red,1,0,0,1,0
1421,20,Black,0,1,1,0,0
1422,32,Red,1,0,1,0,0
1423,35,Black,0,1,0,1,0
1424,10,Black,0,1,1,0,0
1425,33,Black,0,1,0,1,0
1426,8,Black,0,1,1,0,0
1427,32,Red,1,0,1,0,0
1428,13,Black,0,1,0,1,0
1429,11,Black,0,1,0,1,0
1430,35,Black,0,1,0,1,0
1431,0,Green,0,0,0,0,1
1432,34,Red,1,0,1,0,0
1433,4,Black,0,1,1,0,0
1434,25,Red,1,0,0,1,0
1435,27,Red,1,0,0,1,0
1436,31,Black,0,1,0,1,0
1437,17,Black,0,1,0,1,0
1438,33,Black,0,1,0,1,0
1439,21,Red,1,0,0,1,0
1440,7,Red,1,0,0,1,0
1441,24,Black,0,1,1,0,0
1442,16,Red,1,0,1,0,0
1443,11,Black,0,1,0,1,0
1444,7,Red,1,0,0,1,0
1445,13,Black,0,1,0,1,0
1446,21,Red,1,0,0,1,0
1447,17,Black,0,1,0,1,0
1448,21,Red,1,0,0,1,0
1449,21,Red,1,0,0,1,0
1450,1,Red,1,0,0,1,0
1451,8,Black,0,1,1,0,0
1452,19,Red,1,0,0,1,0
1453,28,Black,0,1,1,0,0
1454,28,Black,0,1,1,0,0
1455,16,Red,1,0,1,0,0
1456,13,Black,0,1,0,1,0
1457,16,Red,1,0,1,0,0
1458,9,Red,1,0,0,1,0
1459,26,Black,0,1,1,0,0
1460,13,Black,0,1,0,1,0
1461,29,Black,0,1,0,1,0
1462,19,Red,1,0,0,1,0
1463,16,Red,1,0,1,0,0
1464,24,Black,0,1,1,0,0
1465,26,Black,0,1,1,0,0
1466,2,Black,0,1,1,0,0
1467,9,Red,1,0,0,1,0
1468,0,Green,0,0,0,0,1
1469,14,Red,1,0,1,0,0
1470,1,Red,1,0,0,1,0
1471,18,Red,1,0,1,0,0
1472,27,Red,1,0,0,1,0
1473,26,Black,0,1,1,0,0
1474,34,Red,1,0,1,0,0
1475,9,Red,1,0,0,1,0
1476,2,Black,0,1,1,0,0
1477,31,Black,0,1,0,1,0
1478,2,Black,0,1,1,0,0
1479,33,Black,0,1,0,1,0
1480,11,Black,0,1,0,1,0
1481,23,Red,1,0,0,1,0
1482,28,Black,0,1,1,0,0
1483,8,Black,0,1,1,0,0
1484,7,Red,1,0,0,1,0
1485,0,Green,0,0,0,0,1
1486,12,Red,1,0,1,0,0
1487,5,Red,1,0,0,1,0
1488,28,Black,0,1,1,0,0
1489,21,Red,1,0,0,1,0
1490,6,Black,0,1,1,0,0
1491,30,Red,1,0,1,0,0
1492,25,Red,1,0,0,1,0
1493,15,Black,0,1,0,1,0
1494,15,Black,0,1,0,1,0
1495,32,Red,1,0,1,0,0
1496,16,Red,1,0,1,0,0
1497,14,Red,1,0,1,0,0
1498,20,Black,0,1,1,0,0
1499,36,Red,1,0,1,0,0
1500,31,Black,0,1,0,1,0
1501,35,Black,0,1,0,1,0
1502,7,Red,1,0,0,1,0
1503,34,Red,1,0,1,0,0
1504,3,Red,1,0,0,1,0
1505,4,Black,0,1,1,0,0
1506,5,Red,1,0,0,1,0
1507,6,Black,0,1,1,0,0
1508,5,Red,1,0,0,1,0
1509,18,Red,1,0,1,0,0
1510,5,Red,1,0,0,1,0
1511,18,Red,1,0,1,0,0
1512,32,Red,1,0,1,0,0
1513,1,Red,1,0,0,1,0
1514,6,Black,0,1,1,0,0
1515,19,Red,1,0,0,1,0
1516,22,Black,0,1,1,0,0
1517,1,Red,1,0,0,1,0
1518,30,Red,1,0,1,0,0
1519,2,Black,0,1,1,0,0
1520,31,Black,0,1,0,1,0
1521,34,Red,1,0,1,0,0
1522,35,Black,0,1,0,1,0
1523,34,Red,1,0,1,0,0
1524,22,Black,0,1,1,0,0
1525,9,Red,1,0,0,1,0
1526,28,Black,0,1,1,0,0
1527,10,Black,0,1,1,0,0
1528,34,Red,1,0,1,0,0
1529,32,Red,1,0,1,0,0
1530,36,Red,1,0,1,0,0
1531,25,Red,1,0,0,1,0
1532,4,Black,0,1,1,0,0
1533,13,Black,0,1,0,1,0
1534,16,Red,1,0,1,0,0
1535,15,Black,0,1,0,1,0
1536,0,Green,0,0,0,0,1
1537,29,Black,0,1,0,1,0
1538,8,Black,0,1,1,0,0
1539,32,Red,1,0,1,0,0
1540,14,Red,1,0,1,0,0
1541,27,Red,1,0,0,1,0
1542,3,Red,1,0,0,1,0
1543,12,Red,1,0,1,0,0
1544,14,Red,1,0,1,0,0
1545,28,Black,0,1,1,0,0
1546,32,Red,1,0,1,0,0
1547,35,Black,0,1,0,1,0
1548,10,Black,0,1,1,0,0
1549,13,Black,0,1,0,1,0
1550,29,Black,0,1,0,1,0
1551,27,Red,1,0,0,1,0
1552,36,Red,1,0,1,0,0
1553,32,Red,1,0,1,0,0
1554,8,Black,0,1,1,0,0
1555,17,Black,0,1,0,1,0
1556,19,Red,1,0,0,1,0
1557,24,Black,0,1,1,0,0
1558,24,Black,0,1,1,0,0
1559,1,Red,1,0,0,1,0
1560,24,Black,0,1,1,0,0
1561,10,Black,0,1,1,0,0
1562,2,Black,0,1,1,0,0
1563,21,Red,1,0,0,1,0
1564,30,Red,1,0,1,0,0
1565,23,Red,1,0,0,1,0
1566,11,Black,0,1,0,1,0
1567,17,Black,0,1,0,1,0
1568,7,Red,1,0,0,1,0
1569,4,Black,0,1,1,0,0
1570,15,Black,0,1,0,1,0
1571,29,Black,0,1,0,1,0
1572,33,Black,0,1,0,1,0
1573,36,Red,1,0,1,0,0
1574,22,Black,0,1,1,0,0
1575,24,Black,0,1,1,0,0
1576,10,Black,0,1,1,0,0
1577,8,Black,0,1,1,0,0
1578,8,Black,0,1,1,0,0
1579,11,Black,0,1,0,1,0
1580,11,Black,0,1,0,1,0
1581,25,Red,1,0,0,1,0
1582,8,Black,0,1,1,0,0
1583,11,Black,0,1,0,1,0
1584,32,Red,1,0,1,0,0
1585,36,Red,1,0,1,0,0
1586,1,Red,1,0,0,1,0
1587,5,Red,1,0,0,1,0
1588,34,Red,1,0,1,0,0
1589,27,Red,1,0,0,1,0
1590,29,Black,0,1,0,1,0
1591,9,Red,1,0,0,1,0
1592,1,Red,1,0,0,1,0
1593,24,Black,0,1,1,0,0
1594,26,Black,0,1,1,0,0
1595,16,Red,1,0,1,0,0
1596,13,Black,0,1,0,1,0
1597,7,Red,1,0,0,1,0
1598,2,Black,0,1,1,0,0
1599,18,Red,1,0,1,0,0
1600,34,Red,1,0,1,0,0
